date,power,temperature,hour,day,month,year,dayofweek,quarter,hour_sin,hour_cos,month_sin,month_cos,dayofweek_sin,dayofweek_cos,is_weekend,is_month_start,is_month_end,power_lag_1,power_lag_2,power_lag_3,temperature_lag_1,temperature_lag_2,temperature_lag_3
2024-01-01 10:00:00,92.77352540443624,23.37491919717485,10,1,1,2024,0,1,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,92.40769713313651,119.51416292189882,99.11036753900233,20.705473525346566,24.066624038673076,21.404544232939415
2024-01-01 11:00:00,89.6444622972257,25.811163859267253,11,1,1,2024,0,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,92.77352540443624,92.40769713313651,119.51416292189882,23.37491919717485,20.705473525346566,24.066624038673076
2024-01-01 12:00:00,97.25628693700199,22.85321966902923,12,1,1,2024,0,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,89.6444622972257,92.77352540443624,92.40769713313651,25.811163859267253,23.37491919717485,20.705473525346566
2024-01-01 13:00:00,89.26405139954386,27.049387218632717,13,1,1,2024,0,1,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,97.25628693700199,89.6444622972257,92.77352540443624,22.85321966902923,25.811163859267253,23.37491919717485
2024-01-01 14:00:00,108.5361359265918,24.460630647064015,14,1,1,2024,0,1,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,89.26405139954386,97.25628693700199,89.6444622972257,27.049387218632717,22.85321966902923,25.811163859267253
2024-01-01 15:00:00,106.50472562027333,22.264792901217834,15,1,1,2024,0,1,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,108.5361359265918,89.26405139954386,97.25628693700199,24.460630647064015,27.049387218632717,22.85321966902923
2024-01-01 16:00:00,101.79134119484381,24.382938619700283,16,1,1,2024,0,1,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,106.50472562027333,108.5361359265918,89.26405139954386,22.264792901217834,24.460630647064015,27.049387218632717
2024-01-01 17:00:00,112.54567279591038,26.609193894356775,17,1,1,2024,0,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,101.79134119484381,106.50472562027333,108.5361359265918,24.382938619700283,22.264792901217834,24.460630647064015
2024-01-01 18:00:00,127.63294342940631,20.282680834501342,18,1,1,2024,0,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,112.54567279591038,101.79134119484381,106.50472562027333,26.609193894356775,24.382938619700283,22.264792901217834
2024-01-01 19:00:00,110.72421982608654,33.126510438919915,19,1,1,2024,0,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,127.63294342940631,112.54567279591038,101.79134119484381,20.282680834501342,26.609193894356775,24.382938619700283
2024-01-01 20:00:00,104.40988712595222,24.368259108706763,20,1,1,2024,0,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,110.72421982608654,127.63294342940631,112.54567279591038,33.126510438919915,20.282680834501342,26.609193894356775
2024-01-01 21:00:00,84.26601608049657,28.749718638829698,21,1,1,2024,0,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,104.40988712595222,110.72421982608654,127.63294342940631,24.368259108706763,33.126510438919915,20.282680834501342
2024-01-01 22:00:00,99.53309131078655,21.104935527838016,22,1,1,2024,0,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,84.26601608049657,104.40988712595222,110.72421982608654,28.749718638829698,24.368259108706763,33.126510438919915
2024-01-01 23:00:00,107.12667990321606,32.27951149246213,23,1,1,2024,0,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,99.53309131078655,84.26601608049657,104.40988712595222,21.104935527838016,28.749718638829698,24.368259108706763
2024-01-02 00:00:00,99.31356932773335,20.813512690824748,0,2,1,2024,1,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,107.12667990321606,99.53309131078655,84.26601608049657,32.27951149246213,21.104935527838016,28.749718638829698
2024-01-02 01:00:00,100.65040919553954,15.710947979383633,1,2,1,2024,1,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,99.31356932773335,107.12667990321606,99.53309131078655,20.813512690824748,32.27951149246213,21.104935527838016
2024-01-02 02:00:00,101.25929849884088,24.66196597512748,2,2,1,2024,1,1,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,100.65040919553954,99.31356932773335,107.12667990321606,15.710947979383633,20.813512690824748,32.27951149246213
2024-01-02 03:00:00,94.42677817743905,26.255064723360753,3,2,1,2024,1,1,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,101.25929849884088,100.65040919553954,99.31356932773335,24.66196597512748,15.710947979383633,20.813512690824748
2024-01-02 04:00:00,89.38307949601764,30.69877380018303,4,2,1,2024,1,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,94.42677817743905,101.25929849884088,100.65040919553954,26.255064723360753,24.66196597512748,15.710947979383633
2024-01-02 05:00:00,84.57207091217694,26.115010857717895,5,2,1,2024,1,1,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,89.38307949601764,94.42677817743905,101.25929849884088,30.69877380018303,26.255064723360753,24.66196597512748
2024-01-02 06:00:00,100.13862365285837,26.550079713235384,6,2,1,2024,1,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,84.57207091217694,89.38307949601764,94.42677817743905,26.115010857717895,30.69877380018303,26.255064723360753
2024-01-02 07:00:00,100.67869842613759,21.249857715362122,7,2,1,2024,1,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,100.13862365285837,84.57207091217694,89.38307949601764,26.550079713235384,26.115010857717895,30.69877380018303
2024-01-02 08:00:00,102.53782933688267,31.315397899570872,8,2,1,2024,1,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,100.67869842613759,100.13862365285837,84.57207091217694,21.249857715362122,26.550079713235384,26.115010857717895
2024-01-02 09:00:00,105.49320597373158,22.009839551775794,9,2,1,2024,1,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,102.53782933688267,100.67869842613759,100.13862365285837,31.315397899570872,21.249857715362122,26.550079713235384
2024-01-02 10:00:00,98.15054844103227,21.62504672341671,10,2,1,2024,1,1,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,105.49320597373158,102.53782933688267,100.67869842613759,22.009839551775794,31.315397899570872,21.249857715362122
2024-01-02 11:00:00,104.5982911768705,19.36079236985622,11,2,1,2024,1,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,98.15054844103227,105.49320597373158,102.53782933688267,21.62504672341671,22.009839551775794,31.315397899570872
2024-01-02 12:00:00,99.73266207794083,24.140707943034563,12,2,1,2024,1,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,104.5982911768705,98.15054844103227,105.49320597373158,19.36079236985622,21.62504672341671,22.009839551775794
2024-01-02 13:00:00,110.31146960944318,32.15488134397573,13,2,1,2024,1,1,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,99.73266207794083,104.5982911768705,98.15054844103227,24.140707943034563,19.36079236985622,21.62504672341671
2024-01-02 14:00:00,85.18797447605647,24.321881902034395,14,2,1,2024,1,1,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,110.31146960944318,99.73266207794083,104.5982911768705,32.15488134397573,24.140707943034563,19.36079236985622
2024-01-02 15:00:00,85.97151334823663,25.91724261178994,15,2,1,2024,1,1,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,85.18797447605647,110.31146960944318,99.73266207794083,24.321881902034395,32.15488134397573,24.140707943034563
2024-01-02 16:00:00,118.22185522614305,23.187590129810545,16,2,1,2024,1,1,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,85.97151334823663,85.18797447605647,110.31146960944318,25.91724261178994,24.321881902034395,32.15488134397573
2024-01-02 17:00:00,82.78430819798531,29.303809961496217,17,2,1,2024,1,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,118.22185522614305,85.97151334823663,85.18797447605647,23.187590129810545,25.91724261178994,24.321881902034395
2024-01-02 18:00:00,125.55494479769179,18.471190466711885,18,2,1,2024,1,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,82.78430819798531,118.22185522614305,85.97151334823663,29.303809961496217,23.187590129810545,25.91724261178994
2024-01-02 19:00:00,92.1139980584479,25.05317565820021,19,2,1,2024,1,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,125.55494479769179,82.78430819798531,118.22185522614305,18.471190466711885,29.303809961496217,23.187590129810545
2024-01-02 20:00:00,107.90368219064821,28.170403656461076,20,2,1,2024,1,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,92.1139980584479,125.55494479769179,82.78430819798531,25.05317565820021,18.471190466711885,29.303809961496217
2024-01-02 21:00:00,112.52353232551611,24.10743671296358,21,2,1,2024,1,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,107.90368219064821,92.1139980584479,125.55494479769179,28.170403656461076,25.05317565820021,18.471190466711885
2024-01-02 22:00:00,107.97975520288286,26.109751456889146,22,2,1,2024,1,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,112.52353232551611,107.90368219064821,92.1139980584479,24.10743671296358,28.170403656461076,25.05317565820021
2024-01-02 23:00:00,108.83683225335218,25.224516122533746,23,2,1,2024,1,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,107.97975520288286,112.52353232551611,107.90368219064821,26.109751456889146,24.10743671296358,28.170403656461076
2024-01-03 00:00:00,106.37666366501057,28.551715071731525,0,3,1,2024,2,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,108.83683225335218,107.97975520288286,112.52353232551611,25.224516122533746,26.109751456889146,24.10743671296358
2024-01-03 01:00:00,107.20886394390625,15.672773388791413,1,3,1,2024,2,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,106.37666366501057,108.83683225335218,107.97975520288286,28.551715071731525,25.224516122533746,26.109751456889146
2024-01-03 02:00:00,87.22354188158815,22.77925611298636,2,3,1,2024,2,1,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,107.20886394390625,106.37666366501057,108.83683225335218,15.672773388791413,28.551715071731525,25.224516122533746
2024-01-03 03:00:00,99.15145400304165,22.85666444769746,3,3,1,2024,2,1,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,87.22354188158815,107.20886394390625,106.37666366501057,22.77925611298636,15.672773388791413,28.551715071731525
2024-01-03 04:00:00,90.92806253224022,28.163906850422066,4,3,1,2024,2,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,99.15145400304165,87.22354188158815,107.20886394390625,22.85666444769746,22.77925611298636,15.672773388791413
2024-01-03 05:00:00,107.41934366032149,19.17826730298715,5,3,1,2024,2,1,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,90.92806253224022,99.15145400304165,87.22354188158815,28.163906850422066,22.85666444769746,22.77925611298636
2024-01-03 06:00:00,118.8271465377394,24.941353502785606,6,3,1,2024,2,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,107.41934366032149,90.92806253224022,99.15145400304165,19.17826730298715,28.163906850422066,22.85666444769746
2024-01-03 07:00:00,103.2405080291489,28.01050834042402,7,3,1,2024,2,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,118.8271465377394,107.41934366032149,90.92806253224022,24.941353502785606,19.17826730298715,28.163906850422066
2024-01-03 08:00:00,83.02886845826833,22.81924034178269,8,3,1,2024,2,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,103.2405080291489,118.8271465377394,107.41934366032149,28.01050834042402,24.941353502785606,19.17826730298715
2024-01-03 09:00:00,96.25846735687301,20.49983386773945,9,3,1,2024,2,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,83.02886845826833,103.2405080291489,118.8271465377394,22.81924034178269,28.01050834042402,24.941353502785606
2024-01-03 10:00:00,106.21035726815803,32.04878885932643,10,3,1,2024,2,1,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,96.25846735687301,83.02886845826833,103.2405080291489,20.49983386773945,22.81924034178269,28.01050834042402
2024-01-03 11:00:00,92.77711763396348,18.709277771427583,11,3,1,2024,2,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,106.21035726815803,96.25846735687301,83.02886845826833,32.04878885932643,20.49983386773945,22.81924034178269
2024-01-03 12:00:00,113.1947132635719,28.24559002481843,12,3,1,2024,2,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,92.77711763396348,106.21035726815803,96.25846735687301,18.709277771427583,32.04878885932643,20.49983386773945
2024-01-03 13:00:00,95.62459842845495,20.602045213246676,13,3,1,2024,2,1,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,113.1947132635719,92.77711763396348,106.21035726815803,28.24559002481843,18.709277771427583,32.04878885932643
2024-01-03 14:00:00,121.07532472549693,28.939800232554912,14,3,1,2024,2,1,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,95.62459842845495,113.1947132635719,92.77711763396348,20.602045213246676,28.24559002481843,18.709277771427583
2024-01-03 15:00:00,96.64151512563845,22.620515234421717,15,3,1,2024,2,1,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,121.07532472549693,95.62459842845495,113.1947132635719,28.939800232554912,20.602045213246676,28.24559002481843
2024-01-03 16:00:00,104.75001576174023,36.73137480898987,16,3,1,2024,2,1,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,96.64151512563845,121.07532472549693,95.62459842845495,22.620515234421717,28.939800232554912,20.602045213246676
2024-01-03 17:00:00,84.1319433348824,24.796686160374982,17,3,1,2024,2,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,104.75001576174023,96.64151512563845,121.07532472549693,36.73137480898987,22.620515234421717,28.939800232554912
2024-01-03 18:00:00,98.95823314067444,30.525604849631822,18,3,1,2024,2,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,84.1319433348824,104.75001576174023,96.64151512563845,24.796686160374982,36.73137480898987,22.620515234421717
2024-01-03 19:00:00,100.61776486929413,30.08195606884049,19,3,1,2024,2,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,98.95823314067444,84.1319433348824,104.75001576174023,30.525604849631822,24.796686160374982,36.73137480898987
2024-01-03 20:00:00,105.6767461326983,20.37034283654638,20,3,1,2024,2,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,100.61776486929413,98.95823314067444,84.1319433348824,30.08195606884049,30.525604849631822,24.796686160374982
2024-01-03 21:00:00,100.65611083175898,30.59257096619772,21,3,1,2024,2,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,105.6767461326983,100.61776486929413,98.95823314067444,20.37034283654638,30.08195606884049,30.525604849631822
2024-01-03 22:00:00,96.15281084647353,24.59610181204448,22,3,1,2024,2,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,100.65611083175898,105.6767461326983,100.61776486929413,30.59257096619772,20.37034283654638,30.08195606884049
2024-01-03 23:00:00,98.38225959506869,25.11028721734806,23,3,1,2024,2,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,96.15281084647353,100.65611083175898,105.6767461326983,24.59610181204448,30.59257096619772,20.37034283654638
2024-01-04 00:00:00,121.1682643438092,26.11487711554526,0,4,1,2024,3,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,98.38225959506869,96.15281084647353,100.65611083175898,25.11028721734806,24.59610181204448,30.59257096619772
2024-01-04 01:00:00,100.92407676011426,21.09491437408944,1,4,1,2024,3,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,121.1682643438092,98.38225959506869,96.15281084647353,26.11487711554526,25.11028721734806,24.59610181204448
2024-01-04 02:00:00,89.36263379913086,28.88504399962957,2,4,1,2024,3,1,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,100.92407676011426,121.1682643438092,98.38225959506869,21.09491437408944,26.11487711554526,25.11028721734806
2024-01-04 03:00:00,97.91649070675737,21.045466726301285,3,4,1,2024,3,1,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,89.36263379913086,100.92407676011426,121.1682643438092,28.88504399962957,21.09491437408944,26.11487711554526
2024-01-04 04:00:00,89.32470348380441,16.76568357022049,4,4,1,2024,3,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,97.91649070675737,89.36263379913086,100.92407676011426,21.045466726301285,28.88504399962957,21.09491437408944
2024-01-04 05:00:00,104.94587149467624,33.87731593163371,5,4,1,2024,3,1,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,89.32470348380441,97.91649070675737,89.36263379913086,16.76568357022049,21.045466726301285,28.88504399962957
2024-01-04 06:00:00,96.4906892991066,28.119296755996032,6,4,1,2024,3,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,104.94587149467624,89.32470348380441,97.91649070675737,33.87731593163371,16.76568357022049,21.045466726301285
2024-01-04 07:00:00,94.74250425306053,32.495094916953505,7,4,1,2024,3,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,96.4906892991066,104.94587149467624,89.32470348380441,28.119296755996032,33.87731593163371,16.76568357022049
2024-01-04 08:00:00,110.71135353693595,35.483978008709535,8,4,1,2024,3,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,94.74250425306053,96.4906892991066,104.94587149467624,32.495094916953505,28.119296755996032,33.87731593163371
2024-01-04 09:00:00,103.73058450988911,28.85816638727376,9,4,1,2024,3,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,110.71135353693595,94.74250425306053,96.4906892991066,35.483978008709535,32.495094916953505,28.119296755996032
2024-01-04 10:00:00,102.93206860149066,30.628119193922284,10,4,1,2024,3,1,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,103.73058450988911,110.71135353693595,94.74250425306053,28.85816638727376,35.483978008709535,32.495094916953505
2024-01-04 11:00:00,101.24533445832427,25.52450922415993,11,4,1,2024,3,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,102.93206860149066,103.73058450988911,110.71135353693595,30.628119193922284,28.85816638727376,35.483978008709535
2024-01-04 12:00:00,89.1583847794002,25.53725433885676,12,4,1,2024,3,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,101.24533445832427,102.93206860149066,103.73058450988911,25.52450922415993,30.628119193922284,28.85816638727376
2024-01-04 13:00:00,104.33892612561728,26.35627036199535,13,4,1,2024,3,1,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,89.1583847794002,101.24533445832427,102.93206860149066,25.53725433885676,25.52450922415993,30.628119193922284
2024-01-04 14:00:00,102.71807027947963,28.94744217864094,14,4,1,2024,3,1,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,104.33892612561728,89.1583847794002,101.24533445832427,26.35627036199535,25.53725433885676,25.52450922415993
2024-01-04 15:00:00,101.86296005135345,20.999064479263456,15,4,1,2024,3,1,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,102.71807027947963,104.33892612561728,89.1583847794002,28.94744217864094,26.35627036199535,25.53725433885676
2024-01-04 16:00:00,72.46834172393714,25.328047234145625,16,4,1,2024,3,1,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,101.86296005135345,102.71807027947963,104.33892612561728,20.999064479263456,28.94744217864094,26.35627036199535
2024-01-04 17:00:00,98.08650438617609,30.9308319015579,17,4,1,2024,3,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,72.46834172393714,101.86296005135345,102.71807027947963,25.328047234145625,20.999064479263456,28.94744217864094
2024-01-04 18:00:00,104.39956363903366,23.881309133556485,18,4,1,2024,3,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,98.08650438617609,72.46834172393714,101.86296005135345,30.9308319015579,25.328047234145625,20.999064479263456
2024-01-04 19:00:00,109.39283463177684,23.768813509479113,19,4,1,2024,3,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,104.39956363903366,98.08650438617609,72.46834172393714,23.881309133556485,30.9308319015579,25.328047234145625
2024-01-04 20:00:00,94.92760258681813,21.188722552371786,20,4,1,2024,3,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,109.39283463177684,104.39956363903366,98.08650438617609,23.768813509479113,23.881309133556485,30.9308319015579
