date,power,temperature,hour,day,month,year,dayofweek,quarter,hour_sin,hour_cos,month_sin,month_cos,dayofweek_sin,dayofweek_cos,is_weekend,is_month_start,is_month_end,power_lag_1,power_lag_2,power_lag_3,temperature_lag_1,temperature_lag_2,temperature_lag_3,power_mean_24,power_std_24,power_mean_48,power_std_48,temperature_mean_24,temperature_std_24,temperature_mean_48,temperature_std_48
2024-01-01 11:00:00,-0.15429576233700995,-0.5061306128661327,11,1,1,2024,0,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,96.93215285515583,87.31220314550666,97.7843434466093,17.17977609902725,20.9792199090177,19.19439521577891,96.73958509134188,10.363683091508282,96.73958509134188,10.363683091508282,24.364730004546235,5.908024236989675,24.364730004546235,5.908024236989675
2024-01-01 12:00:00,-1.3341401793718546,1.0720758283303897,12,1,1,2024,0,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,98.6262319660684,96.93215285515583,87.31220314550666,22.14128903599606,17.17977609902725,20.9792199090177,95.97057135171106,10.302591955364726,95.97057135171106,10.302591955364726,24.805443081857902,5.875456186611816,24.805443081857902,5.875456186611816
2024-01-01 13:00:00,-0.3421576791503918,-1.8114936458306738,13,1,1,2024,0,1,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,86.74240647614134,98.6262319660684,96.93215285515583,30.094000009597906,22.14128903599606,17.17977609902725,96.0251032459634,9.900512925283866,96.0251032459634,9.900512925283866,24.145301308098027,6.161699866581375,24.145301308098027,6.161699866581375
2024-01-01 14:00:00,0.9290517658345115,-0.7987022303669573,14,1,1,2024,0,1,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,96.73401787124382,86.74240647614134,98.6262319660684,15.563458249219666,30.094000009597906,22.14128903599606,96.92597005732412,10.15835280119142,96.92597005732412,10.15835280119142,23.913414340468723,6.0050997196704285,23.913414340468723,6.0050997196704285
2024-01-01 15:00:00,0.6242617112349029,-0.2773115142667511,15,1,1,2024,0,1,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,109.53810541637434,96.73401787124382,86.74240647614134,20.66699679365847,15.563458249219666,30.094000009597906,97.52235619454413,10.099677172362155,97.52235619454413,10.099677172362155,23.874721390190608,5.803541629389741,23.874721390190608,5.803541629389741
2024-01-01 16:00:00,-1.9959219774548707,0.8767527933241599,16,1,1,2024,0,1,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,106.46814825284426,109.53810541637434,96.73401787124382,23.29432713601886,20.66699679365847,15.563458249219666,96.49614098321335,10.655104962821627,96.49614098321335,10.655104962821627,24.182664326409707,5.760912901810707,24.182664326409707,5.760912901810707
2024-01-01 17:00:00,-0.37168197283570653,1.0112871301632684,17,1,1,2024,0,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,80.07669760192081,106.46814825284426,109.53810541637434,29.10975130591527,23.29432713601886,20.66699679365847,96.49283528202788,10.336979682229396,96.49283528202788,10.336979682229396,24.494054130591866,5.742927845730108,24.494054130591866,5.742927845730108
2024-01-01 18:00:00,0.5396887696073076,0.5020775993095087,18,1,1,2024,0,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,96.43663836187477,80.07669760192081,106.46814825284426,29.78768080168863,29.10975130591527,23.29432713601886,96.97301756092142,10.261471059078444,96.97301756092142,10.261471059078444,24.63761614715368,5.616094837807263,24.63761614715368,5.616094837807263
2024-01-01 19:00:00,-0.22219669416981686,-0.24473758015491062,19,1,1,2024,0,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,105.61629858100532,96.43663836187477,80.07669760192081,27.221732445266305,29.78768080168863,29.10975130591527,97.02148212731078,9.99013391914795,97.02148212731078,9.99013391914795,24.57865883213075,5.472660513326835,24.57865883213075,5.472660513326835
2024-01-01 20:00:00,0.17302562355259796,1.5881251168258992,20,1,1,2024,0,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,97.94230888870838,105.61629858100532,96.43663836187477,23.45846984669505,27.221732445266305,29.78768080168863,97.25489407163681,9.795751159927462,97.25489407163681,9.795751159927462,24.965123385963498,5.620406063459516,24.965123385963498,5.620406063459516
2024-01-01 21:00:00,1.3121274724315828,1.4508305244984787,21,1,1,2024,0,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,101.92313295815768,97.94230888870838,105.61629858100532,32.69441446261852,23.45846984669505,27.221732445266305,97.98860726682234,10.160253113956896,97.98860726682234,10.160253113956896,25.285007587252288,5.6864661936233,25.285007587252288,5.6864661936233
2024-01-01 22:00:00,0.0232665294005532,1.3126281255521086,22,1,1,2024,0,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,113.39658436571843,101.92313295815768,97.94230888870838,32.0025758143168,32.69441446261852,23.45846984669505,98.09408975354175,9.939534576092335,98.09408975354175,9.939534576092335,25.546796937998828,5.69581938898557,25.546796937998828,5.69581938898557
2024-01-01 23:00:00,-0.2082293690360577,1.237668961218999,23,1,1,2024,0,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,100.41470446136894,113.39658436571843,101.92313295815768,31.306162654422696,32.0025758143168,32.69441446261852,98.09362738496776,9.721056851147418,98.09362738496776,9.721056851147418,25.771031953572987,5.677902200493309,25.771031953572987,5.677902200493309
2024-01-02 00:00:00,0.9474423212304286,1.2746268004849104,0,2,1,2024,1,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,98.08299290776559,100.41470446136894,113.39658436571843,30.928437311778683,31.306162654422696,32.0025758143168,98.00430661334633,9.598069646406113,98.55881596285515,9.796504505801778,26.08388501248606,5.759702996101757,25.984777510552934,5.660165950304359
2024-01-02 01:00:00,0.4391955950139249,0.3258584673217517,1,2,1,2024,1,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,109.72334183215293,98.08299290776559,100.41470446136894,31.114670878071692,30.928437311778683,31.306162654422696,99.17122800805224,8.52483107788687,98.79132667530322,9.671516557778691,26.062879826241083,5.7577526231343485,25.998199524261768,5.546229652055301
2024-01-02 02:00:00,-0.11007158488380309,-1.3469818622713496,2,2,1,2024,1,1,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,104.60409448650456,109.72334183215293,98.08299290776559,26.333749866982608,31.114670878071692,30.928437311778683,99.52018138027894,8.332087151479984,98.8017099130182,9.483855709219641,25.28652297889838,5.535996090109627,25.698420690457137,5.657205966287317
2024-01-02 03:00:00,-0.16412392210504603,0.5019933947088703,3,2,1,2024,1,1,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,99.0716740936078,104.60409448650456,109.72334183215293,17.904171011536672,26.333749866982608,31.114670878071692,99.45639286228356,8.33364946664332,98.79190738533755,9.306716293732572,25.081384429342616,5.359212160871291,25.75280952763424,5.558909502207152
2024-01-02 04:00:00,1.1537215651389192,-0.2869461982997125,4,2,1,2024,1,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,98.52723913795977,99.0716740936078,104.60409448650456,27.221308131416073,17.904171011536672,26.333749866982608,100.00475920631992,8.702451609898073,99.24049892367503,9.452902894421882,25.223863319468375,5.257924580433309,25.66636013624633,5.478556577482699
2024-01-02 05:00:00,-1.3107550055484223,0.5661960955640093,5,2,1,2024,1,1,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,111.80106199712465,98.52723913795977,99.0716740936078,23.245777177384788,27.221308131416073,17.904171011536672,99.43043791761453,9.096248241061879,98.8317473102095,9.55449741472684,25.227212964047002,5.259439424793999,25.728975824281843,5.394183748461154
2024-01-02 06:00:00,-0.14067475244495983,0.5130156572675789,6,2,1,2024,1,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,86.97795051970914,111.80106199712465,98.52723913795977,27.544830777311777,23.245777177384788,27.221308131416073,98.79198454508673,8.543818630621944,98.82954345410774,9.393914202974946,25.20694644181729,5.250171253491164,25.7789072561247,5.310800186370466
2024-01-02 07:00:00,1.6725746956417034,-0.5074404335753672,7,2,1,2024,1,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,98.76342777105471,86.97795051970914,111.80106199712465,27.27685021141044,27.544830777311777,23.245777177384788,100.02178743039771,8.963474834354617,99.3982183753846,9.785065576364195,25.349947245322742,5.110182610417755,25.665025427577522,5.264008275599069
2024-01-02 08:00:00,-0.0813983548137052,1.9082930702986725,8,2,1,2024,1,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,117.02714093496763,98.76342777105471,86.97795051970914,22.134688742614998,27.27685021141044,27.544830777311777,100.08745984421613,8.952135831554946,99.39707483001692,9.630962664878636,25.97967106519192,5.248004536192943,25.926926684094543,5.395127176661605
2024-01-02 09:00:00,-0.07900801448519938,0.9135450109091542,9,2,1,2024,1,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,99.36048137825125,117.02714093496763,98.76342777105471,34.307766892639115,22.134688742614998,27.27685021141044,100.59047461991668,8.532422158885401,99.396706680967,9.483916674834928,26.326168164443274,5.1775524352334115,26.025992084299123,5.344064869644999
2024-01-02 10:00:00,-0.34256434601527147,-1.5871158081092294,10,2,1,2024,1,1,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,99.38455776231966,99.36048137825125,117.02714093496763,29.295150291050255,34.307766892639115,22.134688742614998,100.58204832484768,8.536291037904947,99.32051282646795,9.354273701587937,26.305932346711106,5.21566301714907,25.759367066846437,5.496104927825736
2024-01-02 11:00:00,0.424717606852912,-0.5521399597928762,11,2,1,2024,1,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,96.72992177349992,99.38455776231966,99.36048137825125,16.694116473455228,29.295150291050255,34.307766892639115,100.8250497796878,8.561168011113523,99.46322821690583,9.259352215270086,26.296272144560074,5.2239201125894335,25.65242476455546,5.454890192492036
2024-01-02 12:00:00,0.5355634367571505,0.18431873267608828,12,2,1,2024,1,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,104.45826688223187,96.72992177349992,99.38455776231966,21.909444184371225,16.694116473455228,29.295150291050255,101.60973062302462,8.062835161584283,99.6284043925631,9.18496250179741,26.109877127506454,5.161963398744425,25.651562462819125,5.3785968220054325
2024-01-02 13:00:00,0.8617549211519909,-0.8622177793681914,13,2,1,2024,1,1,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,105.57474671622442,104.45826688223187,96.72992177349992,25.620519600311116,21.909444184371225,16.694116473455228,102.11499100031635,8.123730504328496,99.87134814344947,9.18293329493079,26.30918873220554,4.81792869400179,25.511967049639615,5.374749493250008
2024-01-02 14:00:00,0.910528370389101,-1.0685398252270715,14,2,1,2024,1,1,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,108.86026692624553,105.57474671622442,104.45826688223187,20.34693676199778,25.620519600311116,21.909444184371225,102.1072170657557,8.116404137907661,100.11442975482048,9.187579105126584,26.252533163534938,4.894547295660664,25.35287207774024,5.395818804276199
2024-01-02 15:00:00,0.3838149951728461,-0.7601118714561158,15,2,1,2024,1,1,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,109.35153098691914,108.86026692624553,105.57474671622442,19.307263145563986,20.34693676199778,25.620519600311116,102.00630592117135,8.074776144018683,100.21272603052046,9.090307798639362,26.151163564517006,4.982873917883286,25.240586694786447,5.373327271924723
2024-01-02 16:00:00,-0.4545566461606739,-0.0976911646085215,16,2,1,2024,1,1,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,104.04628078281907,109.35153098691914,108.86026692624553,20.861456759588407,19.307263145563986,20.34693676199778,102.65318911571428,6.75571257008487,100.10026671931146,9.004797856750324,25.94656762375149,4.956853264095657,25.215193085829284,5.308226452624301
2024-01-02 17:00:00,0.7682078885362017,-1.4964999457804993,17,2,1,2024,1,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,95.60189427095152,104.04628078281907,109.35153098691914,24.199448727542848,20.861456759588407,19.307263145563986,103.13158030564215,6.7026679382438585,100.28640386695031,8.975736367115584,25.4200283067744,5.196477499748897,25.0231822312676,5.388736465895407
2024-01-02 18:00:00,0.3162733796406841,-0.5261896522844408,18,2,1,2024,1,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,107.91802692014333,95.60189427095152,104.04628078281907,17.15073719423858,24.199448727542848,20.861456759588407,103.03781690105698,6.682106350074687,100.35802184378778,8.88066491733771,25.204131534070754,5.22592227760696,24.953810781712047,5.343596299858049
2024-01-02 19:00:00,-2.030056763112522,-0.38913328097123934,19,2,1,2024,1,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,103.36597687096163,107.91802692014333,95.60189427095152,22.040209900378702,17.15073719423858,24.199448727542848,102.27909067766234,8.156892187963733,99.88926860932071,9.311294950426621,25.173813962690158,5.238585107333191,24.903288903344972,5.291718308329535
2024-01-02 20:00:00,-0.4622805686929526,-2.8324638772289776,20,2,1,2024,1,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,79.7328795272368,103.36597687096163,107.91802692014333,22.730848133560784,22.040209900378702,17.15073719423858,102.01246414155901,8.27279345792965,99.79226477559533,9.227848759147536,24.245659442757432,5.792282272965229,24.581409282920266,5.659342646619316
2024-01-02 21:00:00,0.3885316588839041,1.6980895393873172,21,2,1,2024,1,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,95.52409609167802,79.7328795272368,103.36597687096163,10.418705984233156,22.730848133560784,22.040209900378702,101.62484765752107,7.9269144407102585,99.88577616631734,9.146755765792951,24.297574373679947,5.86989222202074,24.76982504104063,5.740160731607226
2024-01-02 22:00:00,0.10651403375607231,1.4843293247271216,22,2,1,2024,1,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,104.09378874880814,95.52409609167802,79.7328795272368,33.248534156457154,10.418705984233156,22.730848133560784,101.65978513176024,7.9231958477923135,99.91487037220652,9.048986756858573,24.333625054778437,5.917273520345933,24.927304912524583,5.779165052458248
2024-01-02 23:00:00,0.5561533121503597,0.13584593994709052,23,2,1,2024,1,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,101.25320384310879,104.09378874880814,95.52409609167802,32.1713790007864,33.248534156457154,10.418705984233156,101.98058273932287,7.927942354660562,100.03710506214532,8.992170397615547,24.102284385303218,5.754529382131727,24.9366581694381,5.7177212447727594
2024-01-03 00:00:00,1.750220306083428,0.5007348770900575,0,3,1,2024,2,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,105.78213548926891,101.25320384310879,104.09378874880814,25.376261244373367,32.1713790007864,33.248534156457154,102.31749416246645,8.427370775407976,100.16090038790638,9.197067041559603,23.939796696987386,5.600922145331728,25.01184085473672,5.7235776799158025
2024-01-03 01:00:00,-0.43962770207752194,0.42319515428620696,1,3,1,2024,2,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,117.80921598759812,105.78213548926891,101.25320384310879,27.214966358491857,25.376261244373367,32.1713790007864,101.94866789505328,8.516179526804212,100.55994795155276,8.545404907571056,23.960233676331736,5.610923067265463,25.011556751286406,5.723485449589845
2024-01-03 02:00:00,-0.20562485141734144,-1.5092674477297052,2,3,1,2024,2,1,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,95.75226406858884,117.80921598759812,105.78213548926891,26.824237371246873,27.214966358491857,25.376261244373367,101.90856591465365,8.532566350784482,100.71437364746629,8.42956418361556,23.926159913793374,5.651634417179643,24.606341446345876,5.576806473500972
2024-01-03 03:00:00,-1.1809545258580816,0.891136871390906,3,3,1,2024,2,1,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,98.10922656401668,95.75226406858884,117.80921598759812,17.0864007106161,26.824237371246873,27.214966358491857,101.48182047286242,8.954706892189424,100.469106667573,8.61822355454857,24.007865152002697,5.715160768376192,24.544624790672657,5.507569893741488
2024-01-03 04:00:00,0.7614333321476386,-0.6333340760185795,4,3,1,2024,2,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,88.28534853497074,98.10922656401668,95.75226406858884,29.18223384843983,17.0864007106161,26.824237371246873,101.31718418567804,8.791571108634487,100.66097169599897,8.67894297328443,23.93513695338775,5.736347108619521,24.579500136428063,5.4822986244777905
2024-01-03 05:00:00,0.36588154545846296,1.3634784099500237,5,3,1,2024,2,1,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,107.84979110469939,88.28534853497074,98.10922656401668,21.50030041062607,29.18223384843983,17.0864007106161,102.0208382683167,8.253346013048324,100.7256380929656,8.691264255203818,24.10253572869914,5.902480444943465,24.66487434637307,5.559544775721622
2024-01-03 06:00:00,-0.008551851688686057,-0.0032748131009335225,6,3,1,2024,2,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,103.86564850303618,107.84979110469939,88.28534853497074,31.56240138478517,21.50030041062607,29.18223384843983,102.0762878638008,8.23495972889784,100.43413620444376,8.465325955005515,23.994134487526264,5.8654219229745745,24.60054046467178,5.540763489375152
2024-01-03 07:00:00,0.01727769283974639,-1.1029925699139689,7,3,1,2024,2,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,100.09421806267342,103.86564850303618,107.84979110469939,24.675220423261294,31.56240138478517,21.50030041062607,101.38158960418001,7.597451900182526,100.70168851728886,8.248387776061092,23.869091329715925,5.93832245727156,24.609519287519333,5.531343819323181
2024-01-03 08:00:00,-0.6497783729721602,-2.3799611293454674,8,3,1,2024,2,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,100.35438270406878,100.09421806267342,103.86564850303618,19.133652955166802,24.675220423261294,31.56240138478517,101.14305077474364,7.751970224610758,100.61525530947989,8.30117675287752,22.968722052370072,5.924949712093626,24.474196558780992,5.742082659566398
2024-01-03 09:00:00,-0.4554626787788151,0.25210209228306946,9,3,1,2024,2,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,93.63554947177839,100.35438270406878,100.09421806267342,12.698904236338803,19.133652955166802,24.675220423261294,100.98505955040854,7.827638440899699,100.78776708516261,8.102500074855952,22.82984435181344,5.80812515978254,24.578006258128358,5.722562299062889
2024-01-03 10:00:00,0.09034965476333248,0.5039363330777946,10,3,1,2024,2,1,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,95.59276837827727,93.63554947177839,100.35438270406878,25.962085477691105,12.698904236338803,19.133652955166802,101.16674573868612,7.77500706577,100.87439703176688,8.082604702601914,23.26888528026616,5.7217625298369,24.78740881348864,5.629222997666638
2024-01-03 11:00:00,-0.1191420028857621,1.3564988611108775,11,3,1,2024,2,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,101.09039029216152,95.59276837827727,93.63554947177839,27.231098756320545,25.962085477691105,12.698904236338803,100.93849768185765,7.754558110581338,100.88177373077274,8.08067057575327,23.66962639212328,5.954483066453458,24.982949268341674,5.6979485732272055
2024-01-03 12:00:00,-2.0240328179249825,0.3588084955364036,12,3,1,2024,2,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,98.98031351834918,101.09039029216152,95.59276837827727,31.527230868942016,27.231098756320545,25.962085477691105,99.86428135666064,8.79965949640725,100.73700598984261,8.395484391504738,23.706262564881843,5.969693727130705,24.90806984619415,5.65279044268632
2024-01-03 13:00:00,-0.7448706944802201,1.1084012105656897,13,3,1,2024,2,1,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,79.79355491149596,98.98031351834918,101.09039029216152,26.499787746516596,31.527230868942016,27.231098756320545,99.19000959929468,8.699798351446208,100.65250029980552,8.456824555703829,24.120017140354076,6.0700193315661535,25.214602936279807,5.53294545385841
2024-01-03 14:00:00,-1.0385563359950074,2.7486586084651483,14,3,1,2024,2,1,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,92.67774474946266,79.79355491149596,98.98031351834918,30.27704657333131,26.499787746516596,31.527230868942016,98.37201394589441,8.625447608310758,100.23961550582506,8.497473025316717,24.921482733395266,6.649175731712369,25.5870079484651,5.814741645906207
2024-01-03 15:00:00,1.5861707619448366,0.12434568992878241,15,3,1,2024,2,1,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,89.71963530531217,92.67774474946266,79.79355491149596,38.54243737855253,30.27704657333131,26.499787746516596,98.87662094826776,9.299728698303865,100.44146343471954,8.759601783466842,25.107184974520163,6.592853131879138,25.629174269518586,5.805092826896518
